A	Coef.CellType	Coef.CancerType.Epithelial	Coef.CancerType.Lyphocytes	t.CellType	t.CancerType.Epithelial	t.CancerType.Lyphocytes	p.value.CellType	p.value.CancerType.Epithelial	p.value.CancerType.Lyphocytes	F	F.p.value
7.17	0.3	0.623	-0.289	0.91	1.3	-0.64	0.38041	0.22077	0.53348	0.94	0.45298
10	-0.053	0.149	-0.014	-0.65	1.26	-0.13	0.53153	0.23483	0.90137	0.68	0.58384
9.29	0.156	1.448	0.231	0.6	3.85	0.66	0.55763	0.00266	0.52545	5.23	0.01713
10.36	-0.103	0.549	-0.016	-0.46	1.67	-0.05	0.65605	0.12306	0.95827	1	0.42815
12.41	0.09	-0.217	0.1	0.48	-0.79	0.39	0.64184	0.44628	0.70506	0.35	0.79158
9.18	0.001	-0.223	0.049	0.01	-1.58	0.37	0.98992	0.14167	0.71597	0.88	0.48012
13.16	-0.196	0.15	0.017	-1.24	0.65	0.08	0.2412	0.53067	0.93944	0.65	0.5984
8.31	-1.336	1.419	0.337	-2.54	1.85	0.47	0.02738	0.0917	0.64833	3.3	0.06102
11.98	0.365	-0.206	-0.124	1.54	-0.6	-0.38	0.15044	0.56288	0.70753	0.93	0.45739
12.33	-0.53	-0.457	0.22	-2.47	-1.46	0.75	0.03078	0.17209	0.46805	2.84	0.08666
7.88	0.345	-0.319	-0.079	2.44	-1.54	-0.41	0.03261	0.15062	0.69112	2.79	0.08986
8.25	2.284	2.168	0.123	5.3	3.44	0.21	0.00024	0.0054	0.83768	13.5	5e-04
10.32	0.446	0.723	-0.175	1.63	1.81	-0.47	0.13004	0.09663	0.64692	2.02	0.1688
6.71	-0.088	0.76	0.166	-0.51	3.01	0.7	0.61881	0.01172	0.49559	3.25	0.06314
8.8	-0.697	0.45	-0.187	-2.2	0.97	-0.43	0.04997	0.35156	0.67501	2.07	0.16237
9.3	-0.458	0.509	-0.54	-1.56	1.18	-1.34	0.14751	0.26074	0.20578	2.03	0.16768
9.33	-0.141	1.008	0.259	-0.4	1.96	0.54	0.69514	0.0751	0.59984	1.42	0.28789
5.82	0.008	0.003	-0.212	0.04	0.01	-0.8	0.96937	0.99036	0.43883	0.22	0.88362
9.95	-2.6	0.695	0.492	-8.28	1.52	1.15	0	0.15745	0.27591	23.65	4e-05
9.19	-1.89	0.338	0.178	-7.01	0.86	0.48	2e-05	0.40934	0.63926	16.62	2e-04
8.4	-0.526	0.182	-0.707	-2.23	0.53	-2.19	0.04744	0.60712	0.05047	3.7	0.04568
8.44	-0.022	-0.329	-0.144	-0.18	-1.84	-0.86	0.86077	0.09257	0.40793	1.4	0.29451
12.04	-0.179	0.34	-0.497	-0.7	0.91	-1.43	0.49562	0.38052	0.18049	1.2	0.35512
10.18	-0.2	0.063	0.63	-0.89	0.19	2.05	0.39286	0.8512	0.06481	1.57	0.25131
11.56	0.065	0.46	0.032	0.62	3.01	0.23	0.54969	0.01166	0.8259	3.18	0.06656
9.75	-1.252	0.085	-0.337	-2.61	0.12	-0.51	0.02417	0.90543	0.61777	2.47	0.11588
11.45	-0.67	0.119	-0.014	-5.37	0.65	-0.08	0.00022	0.5267	0.93802	9.88	0.00182
7.3	-0.284	-0.122	-0.012	-2.94	-0.86	-0.09	0.01325	0.4068	0.93088	3.18	0.06656
9.55	-1.311	-0.825	0.149	-4.29	-1.85	0.36	0.00125	0.09136	0.72725	7.27	0.00573
10.91	-0.152	0.311	0.012	-1.05	1.46	0.06	0.31799	0.17165	0.95337	1.08	0.3985
9.68	-0.364	-0.139	0.104	-5.05	-1.32	1.06	0.00036	0.21309	0.31263	9.2	0.0024
8.74	-0.163	-0.395	0.271	-0.8	-1.32	0.97	0.44239	0.21206	0.35172	1.07	0.40292
8.89	-0.11	-0.09	0.661	-0.42	-0.24	1.86	0.68146	0.81726	0.08996	1.19	0.35869
10.96	0.241	-0.82	0.035	1.32	-3.07	0.14	0.21466	0.01055	0.891	3.74	0.04446
8.75	-0.607	0.255	0.08	-3.68	1.06	0.35	0.00354	0.31224	0.73011	4.9	0.0209
10.96	-0.984	0.841	0.131	-6.1	3.57	0.59	7e-05	0.00433	0.564	16.66	2e-04
10.31	-0.449	-0.303	0.012	-1.53	-0.71	0.03	0.15285	0.49242	0.97611	0.96	0.44635
9.95	-0.378	0.261	-0.218	-1.08	0.51	-0.46	0.30138	0.61854	0.65676	0.59	0.63682
11.46	0.106	-0.168	0.628	0.35	-0.38	1.53	0.73173	0.70969	0.15366	0.91	0.46511
11.05	0.314	0.093	-0.192	2.2	0.45	-0.99	0.04945	0.66201	0.34369	1.89	0.18939
11.02	-0.464	-0.593	-0.11	-0.64	-0.56	-0.11	0.53601	0.58746	0.9141	0.25	0.85969
10.51	1.269	0.423	-0.251	6.69	1.53	-0.97	3e-05	0.15501	0.35289	15.74	0.00026
6.87	-0.098	-0.22	0.012	-1.02	-1.57	0.09	0.32878	0.14412	0.92685	1.17	0.36448
9.51	0.197	0.043	0.138	1.41	0.21	0.72	0.18567	0.83684	0.48444	0.93	0.45933
9.11	-0.759	-0.065	0.558	-2.05	-0.12	1.1	0.06508	0.90612	0.29404	1.67	0.22897
7.5	0.236	-0.329	0.055	1.84	-1.76	0.32	0.09225	0.10587	0.75851	2.25	0.13943
11.25	1.033	-1.02	-0.211	4.62	-3.13	-0.69	0.00072	0.0095	0.50317	10.41	0.00148
10.81	0.172	-0.397	0.055	1.23	-1.94	0.29	0.24467	0.07795	0.77736	1.82	0.20188
8.17	-0.027	-0.485	0.137	-0.15	-1.78	0.54	0.88651	0.10168	0.59981	1.16	0.36776
7.87	1.427	1.618	-0.046	2.57	1.99	-0.06	0.02599	0.07148	0.95237	3.53	0.05156
6.12	1.012	0.227	-0.059	4.41	0.68	-0.19	0.00103	0.51332	0.85484	6.64	0.00785
10.33	-1.012	0.787	0.991	-3.11	1.66	2.23	0.00979	0.1257	0.04726	5.39	0.01559
11.59	0.359	0.415	-0.003	1.9	1.5	-0.01	0.08438	0.16137	0.99059	1.96	0.17836
9.75	0.217	0.433	-0.033	1.19	1.62	-0.13	0.25993	0.13327	0.89726	1.34	0.30972
9.91	0.963	-0.682	0.127	5.81	-2.82	0.56	0.00011	0.01654	0.58514	14.34	0.00039
10.76	1.332	-0.569	-0.28	3.46	-1.01	-0.53	0.00526	0.33339	0.60448	4.34	0.02967
9.9	-0.503	0.25	0.034	-3.06	1.04	0.15	0.0108	0.31955	0.88294	3.48	0.05338
9.99	-0.272	0.183	0.437	-0.85	0.39	1	0.41259	0.70155	0.33788	0.58	0.64191
11.98	0.186	-0.15	0.103	0.9	-0.5	0.36	0.38779	0.62841	0.72311	0.42	0.74203
11.13	1.201	-0.107	-0.106	5.5	-0.34	-0.35	0.00018	0.74286	0.72961	10.14	0.00164
8.92	1.056	0.228	0.101	4.19	0.62	0.29	0.00147	0.54766	0.77505	6.15	0.01017
9.48	0.574	-1.661	0.018	1.39	-2.75	0.03	0.19219	0.01875	0.97465	3.17	0.06708
9.33	-0.549	0.905	0.152	-2.28	2.58	0.46	0.04312	0.02551	0.65358	3.97	0.03801
7.72	0.193	-0.081	-0.322	0.93	-0.27	-1.13	0.37159	0.79379	0.28045	0.68	0.58253
7.91	0.07	-0.262	0.003	0.43	-1.1	0.01	0.67285	0.29262	0.98972	0.47	0.70884
11.64	-0.512	0.409	-0.231	-3.24	1.77	-1.07	0.00775	0.10381	0.30716	5.2	0.01746
5.64	0.424	-0.113	-0.104	3.58	-0.65	-0.64	0.00428	0.52656	0.53468	4.44	0.02795
12.25	0.69	0.025	-0.337	3.71	0.09	-1.33	0.00339	0.92698	0.21152	4.9	0.02089
10.39	0.756	-0.913	0.105	1.73	-1.43	0.18	0.11191	0.18085	0.86357	1.71	0.22125
6.64	0.15	0.144	-0.093	0.93	0.61	-0.42	0.37447	0.55594	0.68175	0.45	0.72555
7.07	-0.073	0.472	0.304	-0.41	1.83	1.26	0.68706	0.0942	0.23277	1.68	0.22884
11.16	0.319	-0.216	-0.351	1.22	-0.56	-0.98	0.24788	0.58355	0.3469	0.85	0.49353
7.12	-0.161	-0.49	-0.419	-1.27	-2.65	-2.42	0.22897	0.02239	0.03363	5.07	0.01889
10.02	-0.061	-0.135	-0.106	-0.71	-1.08	-0.91	0.49356	0.30507	0.38365	0.87	0.48403
7.39	0.36	-0.065	0.029	3.71	-0.46	0.22	0.0034	0.65417	0.82869	4.77	0.02266
7.15	-0.16	-0.049	-0.146	-0.88	-0.18	-0.59	0.39712	0.85834	0.56819	0.42	0.74052
10.67	-0.513	0.085	-0.245	-2.74	0.31	-0.95	0.01922	0.76126	0.36002	3.03	0.07467
8.65	0.351	-0.226	-0.031	3.27	-1.44	-0.21	0.00739	0.17692	0.83547	4.26	0.03139
8.91	-0.015	-0.074	0.017	-0.04	-0.15	0.04	0.96506	0.8853	0.97203	0.01	0.9989
9.99	0.171	0.278	-0.287	0.95	1.06	-1.17	0.36276	0.31356	0.26709	1.06	0.40441
6.62	0.003	-0.281	0.115	0.02	-1.5	0.65	0.98368	0.16231	0.52675	0.89	0.47556
7.74	-0.529	0.111	0.073	-5.61	0.81	0.57	0.00015	0.43516	0.57973	10.72	0.00131
7.59	0.263	-0.342	0.105	1.45	-1.29	0.42	0.17367	0.22272	0.68025	1.37	0.30304
10.94	-0.068	0.066	-0.21	-0.56	0.38	-1.28	0.58632	0.71432	0.22714	0.75	0.54467
9	-0.217	-0.102	0.278	-2.68	-0.86	2.52	0.02116	0.40687	0.02837	4.36	0.02937
8.79	0.041	0.603	-0.507	0.2	2.04	-1.84	0.84242	0.06586	0.09339	2.51	0.11224
7.85	-0.347	0.17	0.272	-3.45	1.15	1.97	0.00538	0.27266	0.07382	5.31	0.01637
6.86	-0.143	-0.318	0.017	-1.4	-2.13	0.12	0.18921	0.05638	0.9053	2.16	0.14948
10.72	-0.242	-0.4	-0.077	-1.53	-1.73	-0.36	0.15418	0.11108	0.72665	1.86	0.19338
11.5	0.252	-0.151	0.274	0.95	-0.39	0.76	0.36098	0.70459	0.46549	0.6	0.63083
12.29	-1.006	0.262	0.649	-3.75	0.67	1.77	0.00315	0.51802	0.104	5.5	0.0146
8.14	0.06	-0.083	-0.031	0.53	-0.51	-0.2	0.60511	0.62166	0.84584	0.19	0.90268
9.92	-0.224	-0.077	0.048	-2.22	-0.52	0.35	0.04818	0.61168	0.73214	1.74	0.21619
10.85	0.114	0.941	0.056	0.58	3.29	0.21	0.57185	0.00717	0.83786	3.74	0.04467
7.23	0.261	0.07	-0.227	1.6	0.29	-1.02	0.13774	0.77519	0.32999	1.13	0.37821
9.06	0.115	-0.123	0.148	1.07	-0.78	1	0.30613	0.44912	0.33643	1	0.42749
7.91	0.263	0.212	0.155	1.31	0.72	0.57	0.21681	0.48546	0.58243	0.91	0.46844
8.13	0.776	0.219	-0.257	3.28	0.63	-0.8	0.00718	0.53891	0.44272	3.81	0.04254
10.12	-0.869	0.405	-0.248	-2.43	0.78	-0.51	0.0331	0.4539	0.62115	2.36	0.12697
10.17	0.301	-0.629	0.069	1.12	-1.6	0.19	0.28542	0.13675	0.85501	1.31	0.32076
9.73	0.529	0.901	-0.224	1.03	1.2	-0.32	0.32368	0.25349	0.75478	0.86	0.4924
7.74	0.155	-0.021	-0.01	1.99	-0.18	-0.09	0.0715	0.85707	0.92873	1.34	0.31165
12.98	-0.463	0.752	0.434	-2.68	2.98	1.84	0.0213	0.01249	0.09282	6.18	0.01002
6.58	0.234	-0.235	0.572	1.25	-0.86	2.25	0.23526	0.4055	0.04603	2.66	0.0994
6.12	0.373	-0.086	0.036	2.71	-0.43	0.19	0.02015	0.67653	0.84994	2.58	0.10615
8.95	0.272	-0.123	0.031	2.82	-0.87	0.23	0.01663	0.40015	0.81921	2.99	0.07716
9.41	0.665	0.052	0.017	4.48	0.24	0.08	0.00091	0.8159	0.93412	6.8	0.00723
11.2	0.892	-0.063	-0.005	6.15	-0.3	-0.02	7e-05	0.77065	0.98127	12.75	0.00064
11.73	0.998	-0.5	-0.069	8.92	-3.06	-0.45	0	0.01069	0.65961	29.69	1e-05
10.05	0.327	0.461	-0.393	1.72	1.66	-1.51	0.11353	0.12501	0.15846	2.51	0.11226
9.83	0.15	0.025	0.087	1.36	0.15	0.58	0.20005	0.88067	0.57285	0.8	0.52008
10.31	-0.408	0.113	-0.034	-1.05	0.2	-0.06	0.3153	0.84517	0.95062	0.39	0.76171
8.63	-1.061	0.79	-0.38	-4.54	2.31	-1.19	0.00082	0.04084	0.25873	9.56	0.00207
9.75	-0.05	0.239	-0.026	-0.22	0.71	-0.08	0.83135	0.49198	0.93442	0.19	0.90244
8.93	0.239	0.514	-0.378	1	1.48	-1.16	0.33767	0.1675	0.26988	1.44	0.28292
7.53	-0.025	0.011	0.223	-0.11	0.03	0.73	0.91293	0.97337	0.48249	0.18	0.90981
9.35	-0.175	-0.325	-0.155	-0.63	-0.81	-0.41	0.53968	0.43641	0.68845	0.43	0.73816
10.81	0.002	-0.078	0.186	0.01	-0.34	0.86	0.98851	0.74205	0.4092	0.29	0.83428
8.96	0.215	-0.191	-0.033	1.58	-0.96	-0.18	0.14256	0.35823	0.86181	1.14	0.3765
10.93	1.035	0.335	0.174	6.63	1.47	0.82	4e-05	0.16973	0.43115	16.09	0.00023
7.91	-0.518	-0.252	-0.302	-3.09	-1.03	-1.32	0.01017	0.3253	0.21444	4.42	0.02828
10.03	-0.406	-0.52	0.117	-2.66	-2.34	0.56	0.02185	0.03912	0.58423	4.22	0.0322
8.69	-1.265	0.656	-0.144	-4.05	1.44	-0.34	0.00188	0.17787	0.74278	6.33	0.00923
8.57	-1.276	-0.031	-0.8	-7.68	-0.13	-3.52	1e-05	0.89998	0.00471	25.79	3e-05
9.09	-0.471	0.01	-0.018	-4.95	0.07	-0.14	0.00042	0.94293	0.89	8.3	0.00353
8.77	1.463	-1.864	0.02	2.77	-2.42	0.03	0.01798	0.03391	0.97856	4.54	0.02611
6.16	-0.109	0.067	0.188	-0.96	0.41	1.22	0.3563	0.69267	0.24849	0.79	0.52474
9.41	-0.245	0.095	-0.051	-0.7	0.19	-0.11	0.49559	0.85461	0.91712	0.19	0.9027
6.04	-0.132	-0.057	-0.039	-1.28	-0.38	-0.27	0.22776	0.71455	0.78934	0.64	0.60273
10.18	-0.134	0.026	0.091	-1.12	0.15	0.56	0.28568	0.88483	0.58554	0.5	0.69272
7.62	1.196	-0.246	-0.346	5.74	-0.81	-1.22	0.00013	0.43624	0.24901	11.34	0.00104
6.54	-0.058	-0.088	-0.094	-0.58	-0.6	-0.69	0.57104	0.5595	0.50558	0.42	0.74161
9.15	0.12	0.325	0.379	0.88	1.63	2.04	0.39522	0.13033	0.06637	2.67	0.09907
5.57	-0.063	0.335	0.081	-0.5	1.81	0.47	0.62821	0.09798	0.6505	1.23	0.34509
8.21	0.324	-0.16	0.213	2.69	-0.91	1.3	0.02078	0.38217	0.22125	3.51	0.05239
11.27	0.251	0.392	-0.251	1.55	1.65	-1.13	0.14949	0.12615	0.2808	2.04	0.16673
5.53	-0.25	-0.102	0.039	-2.13	-0.6	0.25	0.05616	0.56158	0.81069	1.63	0.23742
8.83	0.008	-0.245	-0.041	0.07	-1.46	-0.26	0.94822	0.17332	0.80059	0.73	0.55585
10.21	-1.201	-0.265	-0.554	-1.73	-0.26	-0.58	0.11113	0.79867	0.57089	1.21	0.3506
9.07	0.732	-0.123	0.009	4.61	-0.53	0.04	0.00073	0.60664	0.96673	7.27	0.00574
10.95	0.236	-0.639	-0.074	0.86	-1.6	-0.2	0.40767	0.13818	0.84693	1.1	0.38908
6.49	0.074	0.256	0.093	0.94	2.2	0.86	0.36787	0.04943	0.40781	2.22	0.14266
9.59	0.074	-0.31	0.201	0.31	-0.89	0.61	0.76265	0.39481	0.55215	0.43	0.73398
10.22	-0.511	-0.279	-0.109	-2.19	-0.82	-0.34	0.05071	0.42971	0.73959	1.93	0.18328
10.42	-0.173	0.107	0.242	-1.64	0.7	1.68	0.12902	0.50054	0.12068	1.84	0.19835
11.59	0.201	-0.086	-0.135	0.8	-0.23	-0.4	0.43825	0.81898	0.69967	0.27	0.84735
11.07	1.732	-1.036	-0.068	7.23	-2.96	-0.21	2e-05	0.01281	0.8392	20.42	8e-05
8.67	1.435	-0.221	-0.192	5.98	-0.63	-0.59	9e-05	0.54094	0.57002	12.05	0.00081
11.77	-0.66	0.275	-0.263	-3.18	0.91	-0.93	0.00866	0.38445	0.37275	4.16	0.03347
11.17	-0.189	0.353	-0.352	-0.62	0.8	-0.85	0.54493	0.44077	0.41185	0.62	0.61408
9.54	0.919	-0.717	-0.137	3.74	-2	-0.41	0.00323	0.07082	0.69158	5.98	0.01115
9.1	0.623	0.485	-0.167	2.83	1.51	-0.56	0.01626	0.1594	0.58956	3.45	0.05463
7.08	-0.307	0.04	0.094	-1.67	0.15	0.38	0.12188	0.88289	0.71378	0.96	0.4464
12.61	0.193	0.451	-0.104	0.81	1.3	-0.32	0.43381	0.21912	0.75308	0.81	0.51657
10.5	-0.644	0.15	0.158	-2.86	0.46	0.51	0.01535	0.65741	0.61777	2.82	0.088
10.76	0.141	0.712	0.345	0.6	2.07	1.07	0.56012	0.06251	0.30675	1.98	0.17518
6.43	0.275	-0.282	0.109	1.99	-1.4	0.58	0.07206	0.18986	0.57497	2.17	0.14902
9.95	0.323	-0.118	-0.025	2.28	-0.57	-0.13	0.04301	0.57825	0.89909	1.85	0.19576
5.47	0.323	-0.032	-0.021	4.09	-0.28	-0.19	0.00177	0.78432	0.85002	5.6	0.01379
7.75	0.128	-0.175	-0.088	1.31	-1.23	-0.66	0.21618	0.24294	0.52318	1.18	0.363
12.31	0.574	-0.174	-0.593	2.89	-0.6	-2.19	0.01458	0.55969	0.05103	4.12	0.03427
9.64	0.271	-0.215	-0.083	2.45	-1.33	-0.55	0.03227	0.21079	0.59298	2.61	0.10312
10.15	0.353	-0.028	0.145	0.39	-0.02	0.12	0.70141	0.98362	0.9081	0.06	0.97977
9.84	0.495	-0.418	-0.366	2.65	-1.53	-1.43	0.02244	0.15375	0.17887	3.59	0.0496
12.67	0.028	-0.177	-0.441	0.19	-0.81	-2.15	0.85352	0.43574	0.05435	1.76	0.21224
9.72	0.557	0.148	0.157	3.71	0.67	0.76	0.00341	0.51428	0.46109	5.15	0.01791
6.1	-0.514	0.021	0.233	-4.87	0.14	1.62	0.00048	0.89334	0.13429	8.34	0.00347
8.11	-0.25	-0.18	0.149	-2.4	-1.19	1.05	0.03519	0.26047	0.31792	2.61	0.10386
6.14	0.176	-0.025	-0.132	2.27	-0.22	-1.25	0.0441	0.82793	0.23826	2.09	0.15953
8.4	0.306	-0.158	-0.006	3.2	-1.13	-0.05	0.0084	0.28184	0.96151	3.86	0.04109
9.78	-0.051	-0.246	0.201	-0.39	-1.28	1.12	0.70607	0.22601	0.2851	0.99	0.43117
8.44	0.133	-0.376	-0.032	1.02	-1.97	-0.18	0.33098	0.07469	0.86299	1.64	0.23716
6.61	-0.319	0.076	0.335	-3.05	0.5	2.35	0.01089	0.62963	0.03819	4.61	0.02508
6.58	0.051	-0.084	0.07	0.68	-0.76	0.68	0.50942	0.46251	0.50984	0.54	0.66712
6.76	0.224	-0.248	0.085	1.94	-1.46	0.54	0.07856	0.17123	0.60287	2.14	0.15241
6.73	0.002	-0.138	0.081	0.02	-1.03	0.65	0.98077	0.32569	0.53183	0.49	0.69376
9.31	-0.099	-0.287	0.087	-0.93	-1.85	0.6	0.374	0.09176	0.56187	1.51	0.26637
7.59	-0.025	-0.012	-0.214	-0.25	-0.08	-1.55	0.80947	0.93863	0.14925	0.86	0.49213
8.72	-0.02	-0.168	0.131	-0.19	-1.1	0.92	0.85455	0.29312	0.37723	0.69	0.57608
9.76	0.27	0.038	-0.14	1.89	0.18	-0.72	0.08481	0.8595	0.48878	1.3	0.32304
9.92	0.006	0.338	-0.243	0.04	1.6	-1.23	0.96746	0.13754	0.24486	1.36	0.30576
6.56	0.137	-0.219	0.015	1.32	-1.44	0.1	0.21338	0.17696	0.91888	1.29	0.32528
6.09	0.212	-0.179	-0.158	2.25	-1.3	-1.23	0.04538	0.21975	0.24419	2.6	0.1044
9.46	0.2	-0.225	-0.11	2.13	-1.64	-0.86	0.05625	0.12849	0.40755	2.56	0.10812
5.95	0.307	-0.203	-0.104	3	-1.36	-0.75	0.01201	0.2018	0.47138	3.68	0.04654
6.02	0.299	-0.059	0.092	3.27	-0.45	0.74	0.00734	0.66432	0.47528	4.01	0.03695
7.25	0.525	0.093	-0.135	2.76	0.34	-0.52	0.01844	0.74359	0.61354	2.6	0.10476
6.44	-0.112	-0.226	0.049	-1.18	-1.63	0.37	0.26306	0.13201	0.71618	1.37	0.30341
8.49	-0.153	-0.339	0.236	-1.23	-1.87	1.39	0.24433	0.08774	0.19198	2.21	0.14326
5.25	-0.142	0.057	0.054	-1.4	0.38	0.39	0.18883	0.70894	0.70177	0.72	0.55815
5.24	-0.041	-0.107	0.044	-0.56	-1.01	0.44	0.58474	0.33265	0.6662	0.5	0.69091
7.7	0.309	0.207	-0.091	1.81	0.83	-0.39	0.09781	0.42477	0.70293	1.33	0.31294
10.19	-0.057	0.142	0.151	-0.59	1	1.14	0.57012	0.33729	0.27882	0.84	0.49819
5.42	-0.031	-0.479	0.163	-0.35	-3.64	1.32	0.73335	0.00383	0.21297	5.01	0.01948
5.16	0.098	-0.066	0.249	1.53	-0.7	2.85	0.15427	0.49676	0.01562	3.97	0.03793
7.46	-0.001	-0.363	0.174	-0.01	-2.58	1.32	0.99139	0.0252	0.21312	2.81	0.08819
8.54	0.175	-0.472	0.02	2.05	-3.77	0.17	0.06499	0.00303	0.86629	6.19	0.00997
6.27	0.039	0.342	-0.024	0.18	1.09	-0.08	0.86131	0.2998	0.93574	0.41	0.75145
9.36	-0.174	0.056	0.162	-2.19	0.48	1.49	0.05082	0.64114	0.1639	2.22	0.14225
7.21	-0.32	0.121	0.354	-1.72	0.45	1.39	0.11294	0.66391	0.19029	1.56	0.25393
8.41	0.181	0.423	0.252	0.56	0.89	0.57	0.58734	0.39099	0.58099	0.5	0.6896
7.6	0.039	-0.069	-0.006	0.43	-0.52	-0.04	0.67592	0.61035	0.96523	0.15	0.92556
5.14	0.054	-0.029	0.118	0.65	-0.24	1.05	0.53029	0.81306	0.31822	0.57	0.64449
5.82	0.161	-0.046	0.027	2.46	-0.48	0.31	0.0317	0.64135	0.76488	2.19	0.14651
7.59	-0.133	-0.164	0.063	-1.66	-1.41	0.58	0.12406	0.18595	0.57439	1.64	0.23548
6.13	-0.358	0.139	-0.613	-1.13	0.3	-1.42	0.28197	0.76906	0.18395	1.24	0.34108
9.24	-0.286	0.939	-0.228	-1.23	2.75	-0.72	0.24583	0.01869	0.48913	3.26	0.06291
5.84	0.086	-0.208	0.193	1.06	-1.76	1.75	0.31012	0.10529	0.10783	2.57	0.10702
6.33	0.034	-0.215	0.081	0.38	-1.63	0.66	0.71166	0.13065	0.52443	1.1	0.39049
7.48	-0.022	0.082	-0.195	-0.16	0.41	-1.05	0.87332	0.6889	0.3168	0.45	0.72477
7.69	-0.385	-0.016	0.243	-4.47	-0.13	2.06	0.00092	0.89862	0.06322	7.57	0.00496
9.49	0.886	-0.165	0.262	1.28	-0.16	0.28	0.22698	0.87369	0.78689	0.61	0.62319
9.32	-0.505	0.41	0.112	-1.01	0.56	0.16	0.33586	0.58698	0.87376	0.44	0.72694
6.53	-0.946	0.087	-0.337	-3.2	0.2	-0.84	0.00829	0.84345	0.42099	3.88	0.04045
6.44	-0.507	-0.184	0.113	-2.53	-0.63	0.41	0.02767	0.54257	0.68665	2.28	0.13576
9.33	0.054	-0.29	0.136	0.33	-1.22	0.61	0.74511	0.24848	0.55309	0.67	0.58717
10.03	-0.453	0.034	0.242	-3.03	0.16	1.19	0.01129	0.87919	0.25994	3.34	0.05928
9.28	0.47	0.799	0.018	2.29	2.66	0.06	0.04273	0.0219	0.94996	4.14	0.03401
10.02	-0.138	-0.199	0.293	-1.11	-1.1	1.73	0.28862	0.29425	0.11079	1.71	0.22278
8.83	-0.214	-0.01	0.274	-2.62	-0.09	2.46	0.02347	0.93315	0.03123	3.94	0.03882
10.21	-0.003	-0.027	0.024	-0.04	-0.25	0.23	0.96988	0.81013	0.82291	0.04	0.98964
6.64	-0.351	0.109	0.097	-3.41	0.73	0.69	0.00574	0.48202	0.50685	4.1	0.03494
6.87	-0.379	-0.298	0.167	-2.58	-1.39	0.83	0.02554	0.19258	0.42299	2.97	0.0782
9.69	-0.115	-0.26	-0.075	-1.13	-1.75	-0.54	0.28216	0.1083	0.60131	1.58	0.24858
10.55	-1.764	1.048	0.018	-5.05	2.05	0.04	0.00036	0.0644	0.97018	9.96	0.00176
8.5	0.212	0.524	-0.708	0.93	1.58	-2.28	0.37055	0.14263	0.04319	2.73	0.09376
9.01	-0.573	0.053	0.221	-4.88	0.31	1.38	0.00047	0.76319	0.1961	8.23	0.00365
7.42	-0.244	0.018	0.044	-0.86	0.04	0.11	0.40536	0.96616	0.91056	0.25	0.85949
5.84	0.805	-0.964	-0.036	2.52	-2.06	-0.08	0.02844	0.06317	0.935	3.54	0.05126
8.01	0.91	2.915	0.649	1.3	2.85	0.68	0.21934	0.01555	0.51118	3.5	0.05285
9.89	0.279	0.754	0.222	1.17	2.17	0.68	0.26586	0.05235	0.50836	2.24	0.13968
6.17	-0.109	-0.011	0.256	-0.86	-0.06	1.48	0.40624	0.95431	0.16685	0.9	0.4697
8.87	-0.737	0.298	0.165	-3.39	0.94	0.56	0.00591	0.368	0.58921	4.15	0.03368
6.63	-0.297	0.321	0.156	-1.26	0.94	0.49	0.23209	0.36933	0.63629	0.87	0.48606
9.53	-0.108	0.092	-0.392	-0.47	0.28	-1.25	0.64517	0.78721	0.23602	0.67	0.58893
8.37	0.232	-0.208	0.123	1.73	-1.06	0.67	0.11111	0.31038	0.51591	1.61	0.24216
7.29	0.14	0.04	-0.035	1.15	0.22	-0.21	0.27292	0.82691	0.83617	0.46	0.71342
8.03	-0.161	-0.071	-0.071	-1.88	-0.57	-0.61	0.08679	0.58082	0.55511	1.49	0.26954
6.51	-0.558	-0.28	-0.35	-3.89	-1.33	-1.78	0.00249	0.20938	0.10224	7.2	0.00594
10.46	-0.218	0.515	-0.408	-1.24	2	-1.7	0.24115	0.07015	0.11785	2.96	0.07881
5.55	0.109	-0.095	-0.052	0.97	-0.58	-0.34	0.35344	0.57582	0.73871	0.44	0.72628
5.63	0.314	0.565	-0.525	0.83	1.02	-1.01	0.42452	0.32814	0.33178	0.87	0.48483
9.43	-0.843	0.102	-0.66	-2.33	0.19	-1.33	0.03979	0.85074	0.20923	2.64	0.10124
11.03	0.687	-0.21	-0.232	4.85	-1.01	-1.2	5e-04	0.33207	0.25621	8.35	0.00346
10.25	-1.128	1.237	-0.257	-1.36	1.02	-0.23	0.2021	0.33041	0.82554	1	0.42824
9.12	-0.658	0.477	-0.101	-0.95	0.47	-0.11	0.3638	0.64757	0.91755	0.39	0.76547
5.2	0.132	-0.375	0.024	1.05	-2.04	0.14	0.31586	0.06598	0.89258	1.77	0.20977
5.63	0.03	-0.058	-0.006	0.43	-0.58	-0.06	0.67674	0.57598	0.95168	0.17	0.91317
7.48	0.246	-0.399	-0.125	1.32	-1.47	-0.5	0.21204	0.16896	0.63017	1.35	0.30783
8.55	-0.212	-0.227	0.22	-2.32	-1.7	1.76	0.04052	0.11775	0.10562	3.54	0.05119
8.8	-1.253	0.4	0.11	-3.19	0.7	0.21	0.00845	0.49969	0.84114	3.57	0.05033
7.77	-0.242	0.055	0.097	-2.68	0.42	0.78	0.02139	0.68356	0.44907	2.54	0.10971
7.75	0.02	0.094	0.244	0.17	0.52	1.45	0.87164	0.61076	0.17472	0.82	0.50742
